descricao,ISO,VERSAO,IDIOMA
Gaseous fire-extinguishing systems — Physical properties and system design — Part 13: IG-100 extinguishant,ISO 14520-13,2015,en
Preparation of steel substrates before application of paints and related products — Test methods for non-metallic blast-cleaning abrasives — Part 7: Determination of water-soluble chlorides,ISO 11127-7,2022,en
Medical electrical equipment — Part 2-85: Particular requirements for the basic safety and essential performance of cerebral tissue oximeter equipment,ISO 80601-2-85,2021,en
Cranes — Design calculation for rail wheels and associated trolley track supporting structure — Part 1: General,ISO 16881-1,2005,en
Surface chemical analysis — Auger electron spectroscopy — Description of selected instrumental performance parameters,ISO 15471,2016,en
Soil quality — Inhibition of reproduction of the soil mite (Hypoaspis aculeifer) by soil contaminants,ISO 21285,2019,en
"Condition monitoring and diagnostics of machines — Data processing, communication and presentation — Part 2: Data processing",ISO 13374-2,2007,en
Health informatics — Categorial structure of representation for evaluation of clinical practice guidelines of traditional Chinese medicine,ISO/TS 5118,2022,en
Sealed-beam landing lamps for aircraft — Dimensions,ISO 1198,1972,en
Textile machinery and accessories — Main dimensions for section wires for metallic card clothing — Part 1: Foot without interlocking or interchaining,ISO 9903-1,2003,en
Tobacco — Determination of nitrate content — Continuous-flow analysis method,ISO 15517,2003,en
Tea sacks — Specification — Part 1: Reference sack for palletized and containerized transport of tea,ISO 9884-1,1994,en
"Mechanical pencils for technical drawings — Part 1: Classification, dimensions, performance requirements and testing",ISO 9177-1,2016,en
Fine bubble technology — Environmental applications — Part 1: Inspection method using online particle counter in dissolved air flotation (DAF) plant,ISO/TS 4240-1,2023,en
Slotting cutters with plain bore and key drive — Metric series,ISO 2585,1972,en
Photography — Processing chemicals — Specifications for 1-phenyl-3-pyrazolidinone,ISO 3299,1994,en
"Petroleum, petrochemical and natural gas industries — Calculation of heater-tube thickness in petroleum refineries",ISO 13704,2022,en
Petroleum and natural gas industries — Design and testing of LNG marine transfer arms for conventional onshore terminals,ISO 16904,2016,en
Information technology — Cloud computing — Interoperability and portability,ISO/IEC 19941,2017,en
Rubber and rubber products — Determination of the composition of vulcanizates and uncured compounds by thermogravimetry — Part 2: Acrylonitrile-butadiene and halobutyl rubbers,ISO 9924-2,2016,en
Information technology — Open Systems Interconnection — Procedures for the operation of OSI Registration Authorities — Part 5: Register of VT Control Object Definitions,ISO/IEC 9834-5,1991,en
Codes for the representation of names of languages — Part 2: Alpha-3 code,ISO 639-2,1998,en
Uncertainty of measurement — Part 4: Role of measurement uncertainty in conformity assessment,ISO/IEC Guide 98-4,2012,en
Alpine ski-bindings — Retention devices — Requirements and test methods,ISO 11087,2015,en
Space data and information transfer systems — TM (telemetry) synchronization and channel coding,ISO 22641,2012,en
Textiles — Tests for colour fastness — Part F03: Specification for polyamide adjacent fabric,ISO 105-F03,2001,en
Plastics — Unsaturated polyester resins — Determination of hydroxyl value,ISO 2554,1997,en
Safety of machinery — Evaluation of the emission of airborne hazardous substances — Part 5: Test bench method for the measurement of the separation efficiency by mass of air cleaning systems with unducted outlet,ISO 29042-5,2010,en
Earth-moving machinery — Service tools — Part 1: Common maintenance and adjustment tools,ISO 4510-1,1987,en
Cutter arbors with tenon drive — Part 3: Dimensions of hollow taper interface with flange contact surface,ISO 3937-3,2008,en
"Water quality — Determination of certain organochlorine insecticides, polychlorinated biphenyls and chlorobenzenes — Gas chromatographic method after liquid-liquid extraction",ISO 6468,1996,en
Metallic powders — Determination of oxygen content by reduction methods — Part 1: General guidelines,ISO 4491-1,2023,en
Test code for machine tools — Part 4: Circular tests for numerically controlled machine tools,ISO 230-4,2022,en
"Nickel alloys — Flame atomic absorption spectrometric analysis — Part 1: Determination of cobalt, chromium, copper, iron and manganese",ISO 7530-1,2015,en
Health informatics — Applications of machine learning technologies in imaging and other medical applications,ISO/TR 24291,2021,en
Ophthalmic instruments — Eye refractometers,ISO 10342,2010,en
Information technology — Generic applications of ASN.1 — Part 4: Cryptographic message syntax,ISO/IEC 24824-4,2021,en
Classification of coals,ISO 11760,2018,en
Cybersecurity – IoT security and privacy – Guidelines for IoT-domotics,ISO/IEC DIS 27403,,en
Footwear — Chemical tests — General principles on the preparation of samples,ISO 21061,2021,en
Vacuum technology — Dimensions of knife-edge flanges,ISO 3669,2020,en
"Water quality — Determination of the acute lethal toxicity of substances to a freshwater fish [Brachydanio rerio Hamilton-Buchanan (Teleostei, Cyprinidae)] — Part 1: Static method",ISO 7346-1,1996,en
Metallic materials — Brinell hardness test — Part 4: Table of hardness values,ISO 6506-4,2014,en
Traditional Chinese medicine — Lycium barbarum and Lycium chinense fruit,ISO 23193,2020,en
Classification of fires,ISO 3941,2007,en
Gas cylinders — Refillable welded steel cylinders — Test pressure 60 bar and below,ISO 4706,2008,en
Assembly tools for screws and nuts — Adjustable wrenches,ISO 6787,2018,en
Motorcycles — Measurement of variation of dipped beam inclination as a function of load,ISO 9987,1990,en
Small craft — Man-overboard prevention and recovery,ISO/DIS 15085,,en
Road construction and maintenance equipment — Bituminous binder sprayers and synchronous bituminous binder sprayers-chip spreaders — Terminology and commercial specifications,ISO 15643,2020,en
"Petroleum, petrochemical and natural gas industries — Materials selection and corrosion control for oil and gas production systems",ISO 21457,2010,en
Reaction to fire test for sandwich panel building systems — Intermediate-scale box test,ISO/TS 23657,2022,en
Radiological protection — Sealed radioactive sources — General requirements and classification,ISO 2919,2012,en
Space systems — Safety requirements — Part 3: Flight safety systems,ISO 14620-3,2021,en
Health informatics — Clinical analyser interfaces to laboratory information systems — Use profiles,ISO 18812,2003,en
Aircraft — Sealing wire,ISO 244,1979,en
Statistical methods — Guidelines for the evaluation of conformity with specified requirements,ISO 10576,2022,en
Human resource management — Leadership metrics cluster,ISO/TS 30431,2021,en
Essential oil of Corymbia citriodora (Hook.) K.D. Hill and L.A.S. Johnson (syn. Eucalyptus citriodora Hook.),ISO 3044,2020,en
Petroleum waxes and petrolatums — Determination of drop melting point,ISO 6244,1982,en
Information technology — Telecommunications and information exchange between systems — Enterprise Communication in Next Generation Corporate Networks (NGCN) involving Public Next Generation Networks (NGN),ISO/IEC TR 26905,2006,en
Ergonomics — Recovery model for cyclical industrial work,ISO/TR 23076,2021,en
Statistical interpretation of data — Part 6: Determination of statistical tolerance intervals,ISO 16269-6,2014,en
Preparation of metallographic specimens,ISO/TR 20580,2022,en
Textiles — Tests for colour fastness — Part X18: Assessment of the potential to phenolic yellowing of materials,ISO 105-X18,2007,en
Cast iron drainage pipes and fittings — Spigot series,ISO 6594,2006,en
Aerospace construction — List of equivalent terms — Part 1: Aerospace electrical equipment,ISO 5843-1,1985,en
Information technology — Storage management — Part 7: Host elements,ISO/IEC 24775-7,2021,en
Adhesives — Test methods for isotropic electrically conductive adhesives — Part 7: Environmental test methods,ISO 16525-7,2014,en
Human resource management — Organizational culture metrics cluster,ISO/TS 24178,2021,en
Road vehicles — Elastomeric cups and seals for cylinders for hydraulic braking systems using a petroleum base hydraulic brake fluid (service temperature 120 degrees C max.),ISO 7631,1985,en
Gas cylinders — Cylinder valve outlets for gases and gas mixtures — Selection and dimensioning,ISO 5145,2017,en
Ships and marine technology — Marine environment protection — Part 1: Management and handling of shipboard waste on inland vessels,ISO/DIS 24146-1,,en
Environmental management systems — Requirements with guidance for use,ISO 14001,2015,en
Digital validation by effective use of simulation,ISO/TR 24463,2021,en
Information and documentation — RFID in libraries — Part 4: Encoding of data elements based on rules from ISO/IEC 15962 in an RFID tag with partitioned memory,ISO/TS 28560-4,2014,en
